appid,currency,initial,final,discount_pct,is_free
587620,USD,1999,999,50,0
593280,USD,1299,1299,0,0
594330,USD,3499,3499,0,0
597220,USD,1099,1099,0,0
604240,USD,999,999,0,0
633460,USD,1999,399,80,0
673750,USD,1499,899,40,0
681660,USD,0,0,0,1
694280,USD,4999,4999,0,0
753420,USD,999,999,0,0
765410,USD,99,99,0,0
809960,USD,0,0,0,1
838380,USD,0,0,0,1
891040,USD,0,0,0,1
899440,USD,5999,599,90,0
913740,USD,1999,1999,0,0
916840,USD,1999,1999,0,0
933820,USD,2499,2499,0,0
1043810,USD,1999,1999,0,0
1059990,USD,1499,1499,0,0
1069740,USD,99,49,51,0
1136160,USD,999,999,0,0
1158940,USD,1499,1499,0,0
1195460,USD,0,0,0,1
1214280,USD,0,0,0,1
1249800,USD,3499,3499,0,0
1272320,USD,2999,1199,60,0
1321440,USD,1999,1999,0,0
1367550,USD,1999,1999,0,0
1372280,USD,4999,4999,0,0
1416920,USD,999,999,0,0
1426450,USD,2799,2799,0,0
1574820,USD,1999,1999,0,0
1849250,USD,4999,4999,0,0
1875830,USD,5999,5999,0,0
1957780,USD,2499,2499,0,0
2058180,USD,3999,3999,0,0
2088570,USD,999,999,0,0
2144740,USD,3999,3999,0,0
2285150,USD,1999,999,50,0
2408820,USD,1999,1999,0,0
2457220,USD,4999,4999,0,0
2638370,USD,1999,1999,0,0
2688950,USD,4999,4999,0,0
2901520,USD,499,499,0,0
2933080,USD,1999,1999,0,0
3191030,USD,499,499,0,0
20,USD,499,499,0,0
2300,USD,0,0,0,1
2320,USD,999,999,0,0
4580,USD,0,0,0,1
21130,USD,1999,1999,0,0
24780,USD,1999,1999,0,0
28000,USD,999,999,0,0
39150,USD,1199,1199,0,0
48220,USD,999,999,0,0
200170,USD,1499,1499,0,0
202750,USD,899,899,0,0
215280,USD,0,0,0,1
236690,USD,2999,2999,0,0
252330,USD,1999,1999,0,0
258520,USD,1999,1999,0,0
272510,USD,2999,989,67,0
307960,USD,4999,4999,0,0
313690,USD,1999,1999,0,0
319910,USD,2199,2199,0,0
321360,USD,1299,1299,0,0
329110,USD,0,0,0,1
342180,USD,1499,1499,0,0
351290,USD,1499,1499,0,0
351970,USD,4999,4999,0,0
367580,USD,299,299,0,0
385760,USD,0,0,0,1
422970,USD,999,999,0,0
435120,USD,199,199,0,0
435400,USD,1499,1499,0,0
435530,USD,1499,1499,0,0
436520,USD,0,0,0,1
462770,USD,1999,1999,0,0
470310,USD,2499,2499,0,0
496240,USD,2499,2499,0,0
539470,USD,1999,399,80,0
584980,USD,1499,1499,0,0
589590,USD,499,499,0,0
632300,USD,2999,2999,0,0
647830,USD,1999,1999,0,0
656350,USD,1999,1999,0,0
665360,USD,499,499,0,0
675260,USD,1499,1499,0,0
677120,USD,1499,1499,0,0
678800,USD,0,0,0,1
719890,USD,1999,1999,0,0
742120,USD,0,0,0,1
897450,USD,2499,2499,0,0
900270,USD,1234,1234,0,0
919640,USD,3999,3999,0,0
920490,USD,0,0,0,1
951440,USD,1999,1999,0,0
979110,USD,2499,2499,0,0
1070710,USD,499,499,0,0
1071870,USD,1499,1499,0,0
1088710,USD,0,0,0,1
1194630,USD,1999,1999,0,0
1207650,USD,1999,1999,0,0
1249970,USD,4999,4999,0,0
1262600,USD,1999,1999,0,0
1273710,USD,0,0,0,1
1281590,USD,2999,2999,0,0
1281800,USD,0,0,0,1
1288320,USD,2999,2999,0,0
1293160,USD,4999,4999,0,0
1307890,USD,1999,1999,0,0
1353300,USD,0,0,0,1
1447430,USD,0,0,0,1
1504500,USD,2499,2499,0,0
1507580,USD,2999,2999,0,0
1547000,USD,5999,1979,67,0
1615290,USD,499,499,0,0
1745510,USD,1399,1399,0,0
1944430,USD,2499,2499,0,0
2132850,USD,1499,1499,0,0
2340650,USD,0,0,0,1
2458530,USD,3499,3499,0,0
2495450,USD,1999,1599,20,0
2696480,USD,99,99,0,0
2707940,USD,599,599,0,0
2849080,USD,1999,1999,0,0
9010,USD,499,499,0,0
16450,USD,1499,1499,0,0
17080,USD,0,0,0,1
24790,USD,0,0,0,1
25000,USD,1999,1999,0,0
32510,USD,1999,1999,0,0
96100,USD,199,55,72,0
99830,USD,2999,2999,0,0
113020,USD,1499,1499,0,0
214420,USD,0,0,0,1
250180,USD,799,799,0,0
255220,USD,0,0,0,1
261110,USD,1999,199,90,0
268420,USD,0,0,0,1
274920,USD,0,0,0,1
281610,USD,4999,499,90,0
295790,USD,1499,1499,0,0
303390,USD,499,49,90,0
323580,USD,1499,1499,0,0
363890,USD,7999,7999,0,0
365960,USD,2999,2999,0,0
366090,USD,2495,2495,0,0
369990,USD,1999,1999,0,0
407130,USD,1999,1999,0,0
423880,USD,0,0,0,1
428660,USD,2499,2499,0,0
459220,USD,1999,1999,0,0
501590,USD,3999,3999,0,0
595520,USD,4999,4999,0,0
597760,USD,1699,1699,0,0
611660,USD,5999,5999,0,0
620590,USD,3499,3499,0,0
644830,USD,2999,2999,0,0
650700,USD,0,0,0,1
652980,USD,0,0,0,1
690530,USD,0,0,0,1
704450,USD,1999,1999,0,0
768200,USD,3499,3499,0,0
868360,USD,2499,2499,0,0
937170,USD,699,699,0,0
948740,USD,1999,1999,0,0
952070,USD,5999,5999,0,0
999220,USD,2999,2999,0,0
1021950,USD,0,0,0,1
1090630,USD,1999,1999,0,0
1104450,USD,0,0,0,1
1110910,USD,2999,2999,0,0
1121560,USD,0,0,0,1
1122720,USD,1299,649,50,0
1123770,USD,1999,1999,0,0
1172450,USD,1999,1999,0,0
1202900,USD,799,799,0,0
1272160,USD,1999,1999,0,0
1293230,USD,99,49,51,0
1301210,USD,0,0,0,1
1307580,USD,1999,1999,0,0
1316680,USD,1199,1199,0,0
1324780,USD,899,899,0,0
1343240,USD,2499,2499,0,0
1359980,USD,1999,1999,0,0
1382070,USD,2499,2499,0,0
1406990,USD,999,999,0,0
1475380,USD,0,0,0,1
1498570,USD,2999,2999,0,0
1569580,USD,2999,1799,40,0
1606180,USD,2499,2499,0,0
1649240,USD,5999,5999,0,0
1677770,USD,1799,1799,0,0
1701520,USD,2499,2499,0,0
1708150,USD,499,499,0,0
1764390,USD,999,999,0,0
1911610,USD,2499,2499,0,0
2060130,USD,2499,2499,0,0
2140020,USD,1499,1499,0,0
2140330,USD,0,0,0,1
2378620,USD,1199,1199,0,0
2445690,USD,1799,1799,0,0
2653790,USD,399,399,0,0
3108510,USD,599,599,0,0
3156770,USD,3999,3999,0,0
9050,USD,0,0,0,1
17430,USD,0,0,0,1
22350,USD,0,0,0,1
34830,USD,799,119,85,0
41000,USD,1499,1499,0,0
45740,USD,1999,499,75,0
102600,USD,999,999,0,0
205950,USD,0,0,0,1
212160,USD,0,0,0,1
230190,USD,2999,599,80,0
232790,USD,1499,1499,0,0
233980,USD,1299,1299,0,0
236370,USD,999,999,0,0
236450,USD,999,249,75,0
240760,USD,2999,2999,0,0
252410,USD,999,999,0,0
266010,USD,299,299,0,0
269770,USD,1499,1499,0,0
276810,USD,1999,199,90,0
286570,USD,0,0,0,1
290300,USD,1999,1999,0,0
291860,USD,1999,1999,0,0
298050,USD,2499,2499,0,0
298240,USD,0,0,0,1
298610,USD,0,0,0,1
316790,USD,1499,1499,0,0
347620,USD,999,999,0,0
360740,USD,299,299,0,0
373930,USD,1999,1999,0,0
376870,USD,0,0,0,1
384180,USD,0,0,0,1
404790,USD,0,0,0,1
405310,USD,1999,1999,0,0
430960,USD,999,999,0,0
468920,USD,1999,1999,0,0
474750,USD,299,299,0,0
499520,USD,2499,2499,0,0
502520,USD,2999,2999,0,0
526160,USD,2499,249,90,0
533300,USD,199,199,0,0
537180,USD,0,0,0,1
543460,USD,2999,599,80,0
578620,USD,1999,1999,0,0
598700,USD,399,399,0,0
637100,USD,3999,3999,0,0
644570,USD,0,0,0,1
671510,USD,1499,299,80,0
674500,USD,1999,1999,0,0
728530,USD,5999,2999,50,0
753650,USD,999,999,0,0
758190,USD,999,999,0,0
799960,USD,0,0,0,1
807120,USD,2999,2999,0,0
879160,USD,0,0,0,1
897330,USD,0,0,0,1
994730,USD,1699,1699,0,0
1003590,USD,3999,3999,0,0
1048540,USD,199,199,0,0
1056600,USD,0,0,0,1
1070330,USD,99,49,51,0
1118310,USD,0,0,0,1
1158850,USD,3999,3999,0,0
1186640,USD,2999,359,88,0
1227530,USD,2999,2999,0,0
1282590,USD,1999,1999,0,0
1335790,USD,1999,1999,0,0
1349230,USD,1199,1199,0,0
1458100,USD,1499,1499,0,0
1473350,USD,699,699,0,0
1578650,USD,1999,1999,0,0
1594940,USD,1999,1999,0,0
1645820,USD,1199,1199,0,0
1680880,USD,6999,6999,0,0
1811990,USD,1999,1999,0,0
1840080,USD,5999,1979,67,0
1846170,USD,799,799,0,0
2698940,USD,6999,6999,0,0
2904000,USD,1299,1299,0,0
2933130,USD,2999,2999,0,0
3121110,USD,400,400,0,0
17500,USD,0,0,0,1
20500,USD,0,0,0,1
91700,USD,999,999,0,0
94400,USD,999,999,0,0
113420,USD,0,0,0,1
200900,USD,1499,1499,0,0
203750,USD,1499,1499,0,0
204030,USD,999,999,0,0
207230,USD,0,0,0,1
212740,USD,0,0,0,1
238210,USD,0,0,0,1
245280,USD,1999,1999,0,0
250260,USD,1499,1499,0,0
250620,USD,1699,1699,0,0
268750,USD,999,999,0,0
285310,USD,599,599,0,0
296470,USD,499,499,0,0
310080,USD,999,999,0,0
311260,USD,2999,2999,0,0
311290,USD,3999,3999,0,0
327690,USD,0,0,0,1
328080,USD,1499,1499,0,0
400040,USD,0,0,0,1
408900,USD,0,0,0,1
429570,USD,1499,1499,0,0
453090,USD,2999,2999,0,0
532110,USD,399,399,0,0
562860,USD,2499,2499,0,0
571310,USD,1999,1999,0,0
601220,USD,199,199,0,0
607890,USD,3999,3999,0,0
619150,USD,1299,1299,0,0
625340,USD,0,0,0,1
639790,USD,0,0,0,1
648100,USD,2999,2999,0,0
673610,USD,2499,2499,0,0
747610,USD,0,0,0,1
820520,USD,1999,1999,0,0
915810,USD,1999,1999,0,0
927350,USD,0,0,0,1
960690,USD,1999,1999,0,0
964800,USD,2499,2499,0,0
970830,USD,3499,3499,0,0
1016120,USD,0,0,0,1
1058650,USD,999,999,0,0
1062160,USD,1499,1499,0,0
1088150,USD,0,0,0,1
1126290,USD,250,250,0,0
1148590,USD,499,499,0,0
1199030,USD,1999,1999,0,0
1205520,USD,1999,1999,0,0
1222370,USD,3999,3999,0,0
1225570,USD,1999,1999,0,0
1239020,USD,1799,1799,0,0
1261040,USD,1999,1999,0,0
1275890,USD,999,999,0,0
1295920,USD,2499,2499,0,0
1473480,USD,0,0,0,1
1497440,USD,2499,1249,50,0
1608070,USD,4999,4999,0,0
1857090,USD,2999,1499,50,0
1874000,USD,4999,4999,0,0
1911390,USD,0,0,0,1
1942660,USD,0,0,0,1
1970580,USD,1999,1999,0,0
2012510,USD,0,0,0,1
2015270,USD,2999,2999,0,0
2058190,USD,3999,3999,0,0
2067920,USD,1499,1499,0,0
2104890,USD,3999,3999,0,0
2111190,USD,1999,1999,0,0
2140510,USD,0,0,0,1
2190290,USD,1299,1299,0,0
2315690,USD,0,0,0,1
2399420,USD,3999,3999,0,0
2446550,USD,3501,3501,0,0
2552430,USD,4999,4999,0,0
2786680,USD,699,699,0,0
2920570,USD,799,799,0,0
2993780,USD,5999,5999,0,0
2870,USD,2999,2999,0,0
3910,USD,499,499,0,0
24720,USD,1999,1999,0,0
32500,USD,1999,1999,0,0
49600,USD,999,999,0,0
70400,USD,1999,1999,0,0
78000,USD,499,499,0,0
206480,USD,0,0,0,1
213330,USD,1999,1999,0,0
228180,USD,2999,2999,0,0
231160,USD,1499,1499,0,0
232010,USD,499,99,80,0
232810,USD,0,0,0,1
233610,USD,2499,2499,0,0
234710,USD,0,0,0,1
235380,USD,999,999,0,0
237630,USD,1499,299,80,0
241260,USD,2999,299,90,0
245470,USD,2499,2499,0,0
264140,USD,1499,1499,0,0
268130,USD,1499,1499,0,0
304030,USD,0,0,0,1
318600,USD,1499,1499,0,0
331870,USD,1499,1499,0,0
333950,USD,999,999,0,0
348550,USD,1499,1499,0,0
351940,USD,1499,1499,0,0
353380,USD,0,0,0,1
362620,USD,2299,2299,0,0
363150,USD,5999,5999,0,0
370240,USD,0,0,0,1
377530,USD,1699,1699,0,0
397060,USD,1999,1999,0,0
410110,USD,999,199,80,0
451020,USD,2999,2999,0,0
460810,USD,1999,599,70,0
473950,USD,1999,1999,0,0
588030,USD,3999,3999,0,0
601050,USD,3999,3999,0,0
610080,USD,0,0,0,1
640590,USD,1999,1999,0,0
673130,USD,1999,1999,0,0
674140,USD,2499,999,60,0
700030,USD,0,0,0,1
702050,USD,1499,1499,0,0
731040,USD,2999,2999,0,0
761620,USD,1799,1799,0,0
777130,USD,0,0,0,1
886250,USD,0,0,0,1
973230,USD,2199,2199,0,0
1000360,USD,1799,1799,0,0
1041720,USD,3999,3999,0,0
1069660,USD,3499,3499,0,0
1072420,USD,4999,4999,0,0
1088090,USD,1999,1999,0,0
1092660,USD,2999,2999,0,0
1097200,USD,2499,749,70,0
1097430,USD,0,0,0,1
1150080,USD,3999,3999,0,0
1178030,USD,0,0,0,1
1179080,USD,1499,1499,0,0
1184050,USD,2999,2999,0,0
1184160,USD,99,49,51,0
1227690,USD,2499,2499,0,0
1238080,USD,1999,1999,0,0
1250760,USD,1299,1299,0,0
1271700,USD,3999,3999,0,0
1388590,USD,1999,1999,0,0
1396240,USD,0,0,0,1
1509510,USD,1999,1999,0,0
1519350,USD,0,0,0,1
1585220,USD,1499,1499,0,0
1594320,USD,3499,3499,0,0
1624540,USD,1499,749,50,0
1696440,USD,1999,1999,0,0
1963040,USD,1199,1199,0,0
2095300,USD,999,999,0,0
2217000,USD,2999,2999,0,0
2676840,USD,699,699,0,0
3035570,USD,4999,4999,0,0
30,USD,499,499,0,0
2620,USD,1999,1999,0,0
3920,USD,999,999,0,0
4560,USD,3699,3699,0,0
12130,USD,999,349,65,0
41500,USD,1499,299,80,0
234270,USD,1999,1999,0,0
237870,USD,0,0,0,1
251990,USD,999,999,0,0
263980,USD,999,99,90,0
289950,USD,1499,1499,0,0
293780,USD,1499,1499,0,0
296300,USD,0,0,0,1
312840,USD,999,999,0,0
313740,USD,999,999,0,0
332500,USD,1999,1999,0,0
352520,USD,999,999,0,0
357190,USD,2499,2499,0,0
382490,USD,0,0,0,1
401680,USD,899,899,0,0
520720,USD,999,199,80,0
530070,USD,1299,1299,0,0
531640,USD,0,0,0,1
544550,USD,3499,3499,0,0
558100,USD,0,0,0,1
567630,USD,0,0,0,1
582550,USD,999,999,0,0
615530,USD,999,999,0,0
619080,USD,0,0,0,1
701160,USD,1999,399,80,0
712840,USD,0,0,0,1
723780,USD,0,0,0,1
734750,USD,0,0,0,1
742420,USD,2999,449,85,0
778700,USD,0,0,0,1
799640,USD,1999,1999,0,0
816340,USD,1499,1499,0,0
825630,USD,3499,3499,0,0
829110,USD,3999,3999,0,0
893850,USD,1499,1499,0,0
1009560,USD,1999,1999,0,0
1010750,USD,0,0,0,1
1067310,USD,0,0,0,1
1116960,USD,0,0,0,1
1146630,USD,199,199,0,0
1157390,USD,4499,4499,0,0
1161170,USD,1499,1499,0,0
1166290,USD,1299,1299,0,0
1173770,USD,1199,1199,0,0
1202540,USD,1999,1999,0,0
1220010,USD,1999,799,60,0
1229240,USD,2499,2499,0,0
1241700,USD,0,0,0,1
1264670,USD,2999,2999,0,0
1280930,USD,2499,2499,0,0
1292940,USD,499,499,0,0
1328840,USD,1999,499,75,0
1342330,USD,2499,2499,0,0
1408610,USD,2999,2999,0,0
1443200,USD,999,999,0,0
1469280,USD,0,0,0,1
1486920,USD,3999,2799,30,0
1575940,USD,4999,4999,0,0
1585180,USD,2499,2499,0,0
1593030,USD,2499,2499,0,0
1634150,USD,1299,1299,0,0
1635450,USD,1999,1999,0,0
1641960,USD,2999,2999,0,0
1684930,USD,999,999,0,0
1708850,USD,2499,2499,0,0
1898300,USD,2499,2499,0,0
1955830,USD,699,699,0,0
1963370,USD,1699,1699,0,0
2276930,USD,599,299,50,0
2306590,USD,99,99,0,0
2420660,USD,1999,1999,0,0
2461850,USD,4999,4999,0,0
2478970,USD,2999,2999,0,0
2625420,USD,2499,2499,0,0
2683150,USD,1499,1499,0,0
7520,USD,2499,2499,0,0
8000,USD,899,98,89,0
12360,USD,3999,999,75,0
22100,USD,999,999,0,0
95400,USD,1199,1199,0,0
96000,USD,499,499,0,0
212800,USD,0,0,0,1
214730,USD,1499,1499,0,0
232910,USD,999,999,0,0
239070,USD,999,999,0,0
250520,USD,1499,1499,0,0
259680,USD,699,699,0,0
272060,USD,0,0,0,1
275390,USD,1499,1499,0,0
292910,USD,2999,2999,0,0
307880,USD,399,399,0,0
321960,USD,2999,2999,0,0
343710,USD,1999,1999,0,0
361800,USD,0,0,0,1
378610,USD,1499,1499,0,0
397740,USD,299,299,0,0
398850,USD,1499,1499,0,0
404410,USD,0,0,0,1
427190,USD,999,999,0,0
438640,USD,1999,1999,0,0
439190,USD,1499,1499,0,0
446150,USD,0,0,0,1
454120,USD,3499,3499,0,0
491540,USD,3999,3999,0,0
495140,USD,1999,999,50,0
511470,USD,499,499,0,0
518150,USD,1999,1999,0,0
522470,USD,1999,1999,0,0
530890,USD,1499,1499,0,0
562010,USD,0,0,0,1
636040,USD,0,0,0,1
648390,USD,0,0,0,1
684410,USD,999,99,90,0
703860,USD,0,0,0,1
718850,USD,2999,2999,0,0
728540,USD,0,0,0,1
773790,USD,2499,2499,0,0
790820,USD,4999,999,80,0
793460,USD,2499,2499,0,0
800270,USD,1999,1999,0,0
835860,USD,0,0,0,1
894940,USD,1499,1499,0,0
938560,USD,1499,1499,0,0
1001270,USD,1799,1799,0,0
1009290,USD,1999,1999,0,0
1038250,USD,5999,5999,0,0
1063420,USD,2499,2499,0,0
1064610,USD,0,0,0,1
1079260,USD,1499,1499,0,0
1120810,USD,1799,1799,0,0
1150760,USD,1999,1999,0,0
1176470,USD,3999,3999,0,0
1203630,USD,1999,1999,0,0
1206610,USD,999,999,0,0
1216320,USD,1799,1799,0,0
1218210,USD,1999,499,75,0
1238040,USD,2999,2999,0,0
1294660,USD,0,0,0,1
1328350,USD,1999,1999,0,0
1330470,USD,1599,1599,0,0
1337010,USD,1699,1699,0,0
1360000,USD,1599,1599,0,0
1434950,USD,2999,2999,0,0
1506980,USD,1399,1399,0,0
1622910,USD,3499,874,75,0
1649080,USD,2999,2999,0,0
1874490,USD,2499,2499,0,0
1958220,USD,3499,3499,0,0
2096600,USD,2999,2999,0,0
2135150,USD,1999,1999,0,0
2302660,USD,1399,1399,0,0
2704110,USD,299,299,0,0
2818260,USD,0,0,0,1
2873080,USD,199,199,0,0
3061810,USD,5999,5999,0,0
8140,USD,899,98,89,0
11450,USD,499,499,0,0
22000,USD,1499,1499,0,0
40390,USD,999,999,0,0
46500,USD,1299,1299,0,0
207170,USD,1499,1499,0,0
207690,USD,1499,1499,0,0
230050,USD,299,299,0,0
253030,USD,999,999,0,0
253980,USD,999,999,0,0
263060,USD,0,0,0,1
274900,USD,299,299,0,0
300550,USD,1499,1499,0,0
310370,USD,0,0,0,1
345180,USD,1999,1999,0,0
391730,USD,1499,1499,0,0
426000,USD,699,699,0,0
433950,USD,99,99,0,0
434170,USD,2499,2499,0,0
450390,USD,0,0,0,1
477740,USD,2999,2999,0,0
553310,USD,1999,1999,0,0
562220,USD,199,199,0,0
564710,USD,0,0,0,1
572410,USD,1999,1999,0,0
579180,USD,3999,3999,0,0
581630,USD,499,499,0,0
607260,USD,0,0,0,1
647960,USD,499,499,0,0
785740,USD,1499,1499,0,0
815780,USD,999,999,0,0
829590,USD,1999,1999,0,0
839770,USD,2499,2499,0,0
840800,USD,1999,1999,0,0
860950,USD,1999,1999,0,0
900040,USD,4999,4999,0,0
914710,USD,1499,1499,0,0
921630,USD,0,0,0,1
952040,USD,399,399,0,0
973810,USD,2999,2999,0,0
1013320,USD,0,0,0,1
1024380,USD,0,0,0,1
1057750,USD,1799,1799,0,0
1088790,USD,1499,449,70,0
1104280,USD,1999,1999,0,0
1105500,USD,1999,1999,0,0
1105510,USD,1999,1999,0,0
1128860,USD,4499,4499,0,0
1135230,USD,1999,799,60,0
1147860,USD,2499,2499,0,0
1167450,USD,4999,4999,0,0
1201270,USD,1999,1999,0,0
1252780,USD,0,0,0,1
1274290,USD,0,0,0,1
1277930,USD,3499,3499,0,0
1340990,USD,4999,4999,0,0
1369670,USD,1999,1999,0,0
1373960,USD,2499,2499,0,0
1432050,USD,2499,2499,0,0
1468720,USD,1999,1999,0,0
1562420,USD,1299,1299,0,0
1588010,USD,0,0,0,1
1651560,USD,2099,2099,0,0
1677310,USD,1999,1999,0,0
1702010,USD,2999,1499,50,0
1718870,USD,1499,1499,0,0
1760250,USD,0,0,0,1
1771980,USD,1399,1399,0,0
1881700,USD,0,0,0,1
1902690,USD,3999,3999,0,0
1927720,USD,799,799,0,0
1937500,USD,1999,1999,0,0
1972440,USD,999,999,0,0
1995520,USD,2999,2999,0,0
2166060,USD,899,899,0,0
2291060,USD,5999,5999,0,0
2291850,USD,499,499,0,0
2294660,USD,999,999,0,0
2303350,USD,999,999,0,0
2366980,USD,1999,1999,0,0
60,USD,499,499,0,0
2400,USD,999,999,0,0
3320,USD,499,499,0,0
17570,USD,0,0,0,1
25890,USD,999,999,0,0
65790,USD,499,499,0,0
203810,USD,0,0,0,1
209670,USD,1999,1999,0,0
214770,USD,1499,1499,0,0
235800,USD,1499,1499,0,0
249230,USD,1499,1499,0,0
261180,USD,1399,1399,0,0
298260,USD,0,0,0,1
322190,USD,1499,1499,0,0
332200,USD,1999,1999,0,0
342560,USD,2499,2499,0,0
355790,USD,1999,1999,0,0
356040,USD,1499,1499,0,0
375910,USD,3999,3999,0,0
427270,USD,0,0,0,1
457330,USD,0,0,0,1
467960,USD,599,599,0,0
486310,USD,699,699,0,0
496460,USD,2499,2499,0,0
508900,USD,199,199,0,0
515220,USD,0,0,0,1
518030,USD,499,499,0,0
523780,USD,499,499,0,0
557180,USD,0,0,0,1
558990,USD,1999,1999,0,0
604540,USD,3999,3999,0,0
606800,USD,1299,1299,0,0
654880,USD,1499,1499,0,0
688130,USD,699,699,0,0
699170,USD,2999,2999,0,0
770240,USD,0,0,0,1
774241,USD,2999,2999,0,0
794600,USD,0,0,0,1
795100,USD,0,0,0,1
848350,USD,2999,2999,0,0
898750,USD,5999,5999,0,0
976590,USD,2499,2499,0,0
978460,USD,999,999,0,0
1003890,USD,1999,1999,0,0
1015500,USD,0,0,0,1
1032430,USD,2499,2499,0,0
1070580,USD,199,199,0,0
1098292,USD,999,999,0,0
1103210,USD,0,0,0,1
1109570,USD,3499,3499,0,0
1121640,USD,2999,2999,0,0
1138660,USD,2499,2499,0,0
1139890,USD,99,99,0,0
1140270,USD,1199,1199,0,0
1145960,USD,399,399,0,0
1159690,USD,2999,2999,0,0
1215390,USD,1499,1499,0,0
1243830,USD,3999,3999,0,0
1265920,USD,3999,3999,0,0
1266840,USD,2499,2499,0,0
1276760,USD,2999,389,87,0
1282200,USD,199,199,0,0
1364960,USD,0,0,0,1
1367590,USD,1999,1999,0,0
1368030,USD,2499,2499,0,0
1461810,USD,2499,2499,0,0
1477070,USD,1999,1999,0,0
1493640,USD,4999,1499,70,0
1623940,USD,2999,2999,0,0
1634860,USD,1499,1499,0,0
1705180,USD,2999,2999,0,0
1796470,USD,1999,1999,0,0
1866180,USD,999,999,0,0
1948800,USD,0,0,0,1
1967430,USD,2999,2999,0,0
2056220,USD,0,0,0,1
2068280,USD,999,999,0,0
2185060,USD,2999,2999,0,0
2719030,USD,1699,1699,0,0
3059070,USD,799,799,0,0
15120,USD,999,999,0,0
32360,USD,999,999,0,0
70600,USD,1499,1499,0,0
115800,USD,1999,1999,0,0
212630,USD,1999,1999,0,0
215470,USD,499,499,0,0
222730,USD,999,999,0,0
233470,USD,999,999,0,0
236510,USD,499,499,0,0
239250,USD,3999,3999,0,0
243970,USD,1999,1999,0,0
247020,USD,1299,324,75,0
253110,USD,899,899,0,0
263760,USD,999,999,0,0
265210,USD,249,249,0,0
265890,USD,299,299,0,0
282560,USD,1499,1499,0,0
286100,USD,0,0,0,1
292140,USD,1999,1999,0,0
298900,USD,0,0,0,1
307110,USD,1599,1599,0,0
324810,USD,0,0,0,1
363680,USD,1499,1499,0,0
382560,USD,1999,1999,0,0
387860,USD,0,0,0,1
389140,USD,0,0,0,1
392950,USD,0,0,0,1
400630,USD,1499,1499,0,0
406970,USD,999,999,0,0
421040,USD,299,299,0,0
432350,USD,2499,2499,0,0
434050,USD,1999,1999,0,0
456670,USD,2999,2999,0,0
461560,USD,0,0,0,1
483980,USD,999,999,0,0
487120,USD,1499,1499,0,0
514900,USD,2999,299,90,0
555950,USD,2999,2999,0,0
559210,USD,1499,1499,0,0
635730,USD,0,0,0,1
672680,USD,0,0,0,1
736820,USD,4499,4499,0,0
744190,USD,399,399,0,0
755500,USD,5999,599,90,0
757310,USD,2499,624,75,0
757320,USD,1499,299,80,0
759740,USD,2999,2999,0,0
770810,USD,999,999,0,0
824550,USD,5999,5999,0,0
824600,USD,1999,1999,0,0
844930,USD,199,199,0,0
921060,USD,0,0,0,1
931690,USD,0,0,0,1
981430,USD,1999,1999,0,0
987840,USD,4499,4499,0,0
1041320,USD,0,0,0,1
1044620,USD,3499,3499,0,0
1053680,USD,499,499,0,0
1119980,USD,3499,3499,0,0
1123050,USD,2499,2499,0,0
1148650,USD,1499,1499,0,0
1162750,USD,2499,2499,0,0
1163550,USD,5999,959,84,0
1283220,USD,0,0,0,1
1295500,USD,3999,3999,0,0
1325860,USD,0,0,0,1
1363430,USD,0,0,0,1
1410710,USD,2999,2999,0,0
1411910,USD,1499,1499,0,0
1418100,USD,0,0,0,1
1477590,USD,4499,4499,0,0
1484720,USD,1499,1499,0,0
1507190,USD,799,799,0,0
1732190,USD,3999,3999,0,0
1766060,USD,1999,1299,35,0
1836730,USD,2499,2499,0,0
1843760,USD,1499,1499,0,0
2096610,USD,2999,2999,0,0
2495100,USD,3999,2399,40,0
2916430,USD,1499,974,35,0
1930,USD,1499,1499,0,0
3330,USD,499,499,0,0
6220,USD,749,749,0,0
42670,USD,2999,2999,0,0
108200,USD,0,0,0,1
200940,USD,0,0,0,1
224460,USD,999,999,0,0
250340,USD,999,999,0,0
252870,USD,1999,1999,0,0
256190,USD,1999,199,90,0
269790,USD,1499,1499,0,0
271240,USD,2999,2999,0,0
274500,USD,2499,2499,0,0
285330,USD,999,999,0,0
299460,USD,399,399,0,0
322780,USD,0,0,0,1
323320,USD,799,799,0,0
323910,USD,0,0,0,1
332070,USD,0,0,0,1
346120,USD,0,0,0,1
363930,USD,1499,149,90,0
394970,USD,999,999,0,0
461950,USD,1499,1499,0,0
495910,USD,0,0,0,1
538680,USD,3999,3999,0,0
543900,USD,2999,2999,0,0
546050,USD,1999,1399,30,0
550320,USD,2499,1249,50,0
555150,USD,999,999,0,0
570780,USD,1199,1199,0,0
588040,USD,1499,1499,0,0
598980,USD,1999,1999,0,0
599390,USD,0,0,0,1
643270,USD,0,0,0,1
679900,USD,1499,1499,0,0
690510,USD,0,0,0,1
801480,USD,1999,199,90,0
803050,USD,2999,2999,0,0
831560,USD,5999,5999,0,0
893680,USD,1200,1200,0,0
924980,USD,4999,4999,0,0
946050,USD,0,0,0,1
962400,USD,799,799,0,0
1008710,USD,99,99,0,0
1082710,USD,1999,1999,0,0
1108370,USD,1799,1799,0,0
1184140,USD,0,0,0,1
1213700,USD,1999,1999,0,0
1226470,USD,0,0,0,1
1275350,USD,0,0,0,1
1282690,USD,0,0,0,1
